,Time[ms],Stimulation[V],mean delta F/F,median delta F/F,STD delta F/F,delta F/F repetition #1,delta F/F repetition #2,delta F/F repetition #3,delta F/F repetition #4,delta F/F repetition #5
6032,6032.0,0.0,0.2561978478098002,0.1660978505673076,0.188889443880206,0.14530510668690277,0.1660978505673076,0.3671315711441523,0.035126531911507226,0.5673281787391311
6136,6136.0,0.0,0.17168682653567777,0.13251196643541344,0.19045909129148186,0.1532564056780643,0.13251196643541344,-0.05943681958741051,0.11062655843811339,0.5214760217142083
6240,6240.0,0.0,0.1819697482228732,0.06006718150165143,0.22465076750353233,0.06006718150165143,-0.029853527635943313,0.2660227898504679,0.028977664597591307,0.5846346328005988
6344,6344.0,0.0,0.21598962974770264,0.15611887331488253,0.2521871224770735,0.15611887331488253,0.17500013310829182,0.09589846232049813,-0.04359912992731713,0.6965298099221578
6448,6448.0,0.0,0.15038988310814147,0.14424679342125596,0.24922366925995462,0.07469757164538865,0.14424679342125596,-0.20893696784851953,0.17302244150883342,0.5689195768137489
6552,6552.0,0.0,0.11944548563754073,0.05760517799352749,0.15996636867264027,0.023703240782073032,-0.04179067922499015,0.14076862794933703,0.05760517799352749,0.4169410606877562
6656,6656.0,0.0,0.16953508961825597,0.23513682382344217,0.15883056325713138,-0.10924247835014739,0.11217834381339302,0.23513682382344217,0.25880418059313487,0.3507985782114571
6760,6760.0,0.0,0.1880117591304571,0.1535678285320176,0.12035579885476584,0.20520489242031953,0.08739357992088068,0.08281971449146429,0.1535678285320176,0.4110727802876034
6864,6864.0,0.0,0.18073526861197492,0.18441296620510367,0.11587565858800015,0.18082090884742416,0.21738713747956803,-0.019697547337654064,0.18441296620510367,0.34075287786543285
6968,6968.0,0.0,0.11286508051029412,0.10444995128563572,0.1320056617837505,0.08286090527631464,0.11389810294062856,0.10444995128563572,-0.07514987532495086,0.3382663183738425
7072,7072.0,0.0,0.09534521700813156,0.12121067430632916,0.08697588780535796,0.03144250513347013,0.1561839450103028,-0.03669991951539797,0.12121067430632916,0.2045888801059537
7176,7176.0,0.0,0.107961657788421,0.16014753147040442,0.08675297763478175,0.16014753147040442,0.06159719301234715,-0.041730207141949506,0.1794737121332696,0.18032005946803334
7280,7280.0,0.0,0.10456670427501794,0.02001948705388764,0.21544858971401246,-0.05856619944647805,0.02001948705388764,0.2397646884398695,-0.13391691866942534,0.45553246399723596
7384,7384.0,0.0,0.041061164972503374,0.0063982174120643465,0.11102819607447005,0.031760557093116606,-0.045432522082665364,-0.04263565891472879,0.0063982174120643465,0.25521523135473007
7488,7488.0,0.0,0.08081009275533661,0.05092769093912815,0.053339232452323714,0.04935943219355407,0.021638083879521028,0.05092769093912815,0.11294498381877038,0.16918027294570942
7592,7592.0,0.0,0.10587983483383837,0.09791536469958015,0.11330900741442121,0.09791536469958015,-0.09125904470841284,0.09378574151734646,0.24217199851451007,0.18678511414616797
7696,7696.0,0.0,0.05080160945763218,0.05977627158350964,0.05283287294125777,0.0677004285331665,0.05977627158350964,-0.035190833227432494,0.03401771977293226,0.127704460625985
7800,7800.0,0.0,0.03311366702578415,0.10084961811681084,0.13408196515885115,0.12707012766717254,0.17459548390188337,-0.19092853814546534,-0.04601835641148064,0.10084961811681084
7904,7904.0,0.0,0.10690074848094433,0.057000371372486563,0.11044686320311477,0.03366886885099523,-0.014476857792425576,0.16390795103147376,0.057000371372486563,0.29440340894219164
8008,8008.0,0.0,0.10011258866540126,0.06738237657352024,0.06502824700598482,0.06738237657352024,0.05330188428097572,0.041772567458804546,0.11919465223619281,0.21891146277751308
8112,8112.0,0.0,0.019859374297432928,-0.02847896440129445,0.08179811340416317,-0.03365212927417197,-0.06384406097424612,0.06772885161181005,-0.02847896440129445,0.15754317452506714
8216,8216.0,0.0,0.034655516428969475,0.043952548879564284,0.1940856050424604,0.043952548879564284,-0.04644414509868637,-0.283485830474012,0.2767467770173486,0.18250823182063283
8320,8320.0,0.0,0.06289679751236246,0.021739246181123183,0.1882908435923125,0.22174359432193558,0.021739246181123183,-0.05702228152666575,-0.19671600615417262,0.32473943473959194
8424,8424.0,0.0,0.041292358776519586,0.05259374816976119,0.059090123989795004,0.09568900098205506,0.05259374816976119,0.02406595501334354,-0.06325534511114636,0.09736843482858452
8528,8528.0,0.0,0.07126273030394979,0.07488993702460917,0.07691962762248573,0.18665186144094265,0.10449000889163396,-0.047062312026093955,0.03734415618865715,0.07488993702460917
8632,8632.0,0.0,0.10472456118407351,0.11159295971533875,0.16805474829693232,0.1900444156771716,-0.1858457967063684,0.11159295971533875,0.08189824393867051,0.3259329832955551
8736,8736.0,0.0,-0.009611158487910793,-0.030341260659487848,0.06973413161736147,-0.09673243460405344,0.059169297773897074,-0.06356165544118257,0.08341026049127283,-0.030341260659487848
8840,8840.0,0.0,0.055336198887180256,0.03788993178974706,0.041941654271693926,0.133643201499866,0.060484407694724365,0.03110835769051547,0.013555095761048346,0.03788993178974706
8944,8944.0,0.0,-0.01901109677403116,-0.005239487545754928,0.03545715757674783,-0.005239487545754928,0.004238168003961464,-0.035794467742618866,0.02121597962756657,-0.07947567621331005
